name,director,year,genre,likes,rating,critics,imbdScore,Torrent720,Torrent1080,cantComent,synopsis
The 13th Man,Charlie Minn,2019,Documentary,1,-,-,6.6,https://yts.mx/torrent/download/895F946CECEADECA2B1C0767D333A62A8A129C3E,https://yts.mx/torrent/download/CD285CD0828BF6F368B37977F3AA00D5384BC228,0,A documentary about the tragic Texas A&M bonfire collapse that left 12 dead and 27 injured.
Monster Family 2,Holger Tappe,2021,Adventure / Animation / Comedy / Family,25,-,-,4.7,https://yts.mx/torrent/download/EA764C944ED07FC94D227A4068C57B208D49FD4E,https://yts.mx/torrent/download/AE2AFC54288837E9FFD43416C523A6858D689224,7,"To free Baba Yaga and Renfield from the clutches of Monster Hunter Mila Starr, the Wishbone Family once more transforms into a Vampire, Frankenstein's Monster, a Mummy and a Werewolf. Aided and abetted by their three pet bats, our Monster Family zooms around the world again to save their friends, make new monstrous acquaintances and finally come to the realization that 'Nobody's Perfect' - even those with flaws can find happiness. —Timeless films"
Last Radio Call,Isaac Rodriguez,2022,Horror,8,-,-,3.9,https://yts.mx/torrent/download/87755B61635C1FA05958DB4930D09D75695D86B1,https://yts.mx/torrent/download/9F12F84D28A28BFBDAB99EDB68742315D3CDB58C,6,"On June 30th, 2018, Officer David Serling went missing inside an undisclosed abandoned hospital. Using his recovered body cam footage, his wife attempts to piece together what happened to him on that horrible night."
Where's Officer Tuba?,Philip Chan,1986,Action / Comedy / Fantasy,1,-,-,6,https://yts.mx/torrent/download/DA3070E399F3FE490EF58671DAC45D264FB2F821,https://yts.mx/torrent/download/25BC4DA62BD265CA884C1FDBCFB05BFCA3A2DCE9,0,"Officer Tuba (Sammo Hung) and Police Detective Chow (David Chiang) attempt to hunt down a band of blackmailers. Unsuccessful in capturing the gang, Chow is gunned down and, in his dying moment, makes Tuba promise that he will defeat the gangsters and avenge his death. When Tuba goes on another police mission with rookie Cheung (Jackie Cheung) and tries to woo his girlfriend-to-be Joanne (Joey Wang), he forgets his promise to Chow. Therefore, Chow's spirit appears and haunts Tuba, attempting to make him fulfill his mission. —Oliver Chu"
American Dream,Goran Dukic,2019,Action / Thriller,23,-,-,5.1,https://yts.mx/torrent/download/524A91A8DDFD2B3330DF569A8C49B6960D707727,https://yts.mx/torrent/download/F8762D0F7422D59CD96FCF96C45BF8859E11D757,11,"Before meeting George Good (Brad Dourif), Sonny Jordan (Mekhi Pfeiffer) was just a lost drifter with a troubled past floating from town to town, looking for work. As fate would have it, Sonny ends up saving George's life from a murderous back-alley mugger. As thanks, George gives Sonny a home and a job as a mechanic on his farm in the lonely Louisiana Bayou. Sonny quickly settles in and makes himself useful around the place but then Sonny meets Larissa, (Elika Portnoy) George's alluring wife. She has a mysterious past and the two are irresistibly drawn to each other. The two begin a passionate affair leading them to construct a twisted plot to take George's life in cold blood in order to be together. As their despicable plan unravels, they learn how far they are willing to go to cover their misdeed. —Samuel Goldwyn Films"
The Electrical Life of Louis Wain,Will Sharpe,2021,Biography / Drama / History,49,74%,70%,6.9,https://yts.mx/torrent/download/43756E9466E6024E54BC3035E08C2CCBDD59955B,https://yts.mx/torrent/download/B356DE2C893C5B427614F0FDC3A85C864B55F5BA,14,"The true story of eccentric British artist Louis Wain (Benedict Cumberbatch), whose playful, psychedelic pictures transformed the public's perception of cats forever. Set in the early 1900s, we follow Wain as he seeks to unlock the ""electrical"" mysteries of the world and, in so doing, to better understand his own life and the profound love he shared with his wife Emily Richardson (Claire Foy)."
Picabo,Frank Marshall,2022,Action / Documentary,1,-,-,6.7,https://yts.mx/torrent/download/BD5C2B5BEFF5CD834A44B96D33CA0911EFC27F2A,https://yts.mx/torrent/download/3EE0B2BCA0006B63FD0E4ECE9694129348F037EF,1,"Chronicles the life of 1998 Olympic alpine skiing gold medalist Picabo Street, who was Lindsey Vonn's childhood hero. It features an emotional interview with Street and Vonn as well as behind-the-scenes footage."
Julia,Sigi Rothemund,1974,Drama,3,-,-,4.8,https://yts.mx/torrent/download/117643CE79A27424718029553FEE0C05F0362FDB,https://yts.mx/torrent/download/C637DD959BB7D48DE432E75DA3112E841395AB01,0,"It's summer, and the air is quivering with passion, as teenager Pauli, who stays at boarding school travels to a small seaside town to enjoy the holidays with his family. On the train he gets to know the attractive woman, in whose compartment he sits down immediately after he has risked a glimpse into the section of the sleeping beauty. A little later, she vanishes and has sex with a stranger on the train toilet. He is thunderstruck at the train station when his father picks up not only him but also her. The unfaithful blonde, Yvonne is obviously the mistress of his own father. The mood in the villa is heated up from the beginning sexually: His womanizer father and sexy Yvonne, a crazy grandmother, Mimi, a cuckolded uncle, Alex his oversexed lesbian wife, Myriam and the lesbian maid, Silvana. Soon he meets his old neighbor Julia, who turns out to be an 18-year-old beauty. Like Pauli, she is still a virgin, but perhaps this summer, when they both lose their innocence, will be to each other. But there are several who are looking for the young beauty. Not least Pauli's own father."
The Adopted,Mélanie Laurent,2011,Drama,5,-,-,6.7,https://yts.mx/torrent/download/98E7DA24F256EA8217B51629DB9409F788B76042,https://yts.mx/torrent/download/EC08F49D4893178CF3283136A4F475F0466AD264,0,"Lisa and her adopted sister Marine are inseparable. With Lisa's mother, Millie, they've forged a deep bond and offer security to Lisa's son. When Marine falls in love the family is thrown off balance and before they can catch their breath, tragedy strikes and the family must realign so they can turn loss into hope and love. —Anonymous"
Stockholm East,Simon Kaijser,2011,Drama,4,-,54%,6.2,https://yts.mx/torrent/download/1361AF42864F06016D725D6FF8C2AF5D0CED23B5,https://yts.mx/torrent/download/EF5DE05E51C7C251156B9B12EDE2033EF06AB4DA,1,"Stockholm East is a moving and compelling love story between two strangers, bound together by a tragedy that has taken its toll on both their lives and their relationships.When Johan (Mikael Persbrandt) and Anna (Iben Hjejle) meet at the railway station connecting capital Stockholm with the idyllic suburbs where they both live, they embark on a dangerous journey of both passion and lies. —Anonymous"
Scorpion in Love,Santiago Zannou,2013,Drama / Romance / Sport,1,-,-,5.8,https://yts.mx/torrent/download/0A2EEF691A6601E978492266A7FFB158CA925D23,https://yts.mx/torrent/download/BE78AB8CC32494CC2ADC88D767A7C0B0318459DA,0,"Scorpion in Love is an urban fable that tells us the story of Julián, a young man who with his best friend Luis participates actively in a group of violent neonazis leaded by a fanatic man called Solís. Julian begins to train in a boxing gym and slowly sees how the discipline of this sport and the goodness of his trainer start changing him. But when he falls in love with Alyssa and his redemption is near, Luis and the rest of the pack will return to stop him from leaving behind his nazi past. —Morena Films"
The Toolbox Murders,Dennis Donnelly,1978,Horror / Mystery / Thriller,8,30%,14%,5.3,https://yts.mx/torrent/download/4694B1CB110DF77401572EE98455BBF1A1B7873E,https://yts.mx/torrent/download/8F836565FAF2DA9315C1EBE7D0A9C87C41010E8E,9,"A lunatic runs around an apartment complex, apparently home only to attractive flight attendants with a tendency towards exhibitionism. While there, the lunatic tries to kill all the tenants with the contents of a toolbox. Based (probably quite loosely) on a true story. —Chris Holland"
Balsinjehan,Changju Kim,2021,Drama / Thriller,11,-,-,6.2,https://yts.mx/torrent/download/938CBA7C459DF00B1DF52E21472F686AB63CD8EF,https://yts.mx/torrent/download/094B4904391012B081681E26E61D79209D04D2FF,4,An ordinary family navigates the unpredictable circumstances caused by a mysterious phone call that puts them in a horrific situation.
Ray Donovan: The Movie,David Hollander,2022,Action / Drama,29,54%,87%,6.9,https://yts.mx/torrent/download/BBC62A552F1B3DA9E4E0CF0EFF436CD47F7FECA9,https://yts.mx/torrent/download/D3408E053CA7BAA017DB84DF659BE88683B8A369,22,"A showdown decades in the making brings the Donovan family legacy full circle. As the events that made Ray who he is today finally come to light, the Donovans find themselves drawn back to Boston to face the past. Each of them struggles to overcome their violent upbringing, but destiny dies hard, and only their fierce love for each other keeps them in the fight. Whether they stand together or they go down swinging, one thing is certain - Ray doesn't do loose ends. —SHOWTIME"
The Whole Town's Talking,John Ford,1935,Comedy / Crime / Drama,11,77%,100%,7.3,https://yts.mx/torrent/download/51327407FFD11FE74C3CB9F8105CDBC20F125A9C,https://yts.mx/torrent/download/09632B5881C95B952332FED6B29B8E66BAFD4A07,6,"Ordinary man-on-the-street Arthur Ferguson Jones leads a regularly life, but one day, everything changes; he's mistaken for criminal Mannion and is arrested. The resemblance is so striking, the police give him a special pass to avoid a similar mistake. The real Mannion sees an opportunity to steal the pass, and chaos results. —Col Needham"
23,Hans-Christian Schmid,1998,Drama / Thriller,6,-,-,7.3,https://yts.mx/torrent/download/580DFF5C27D618FCE3A8506ED32D17E299670357,https://yts.mx/torrent/download/AFA9C7174C720C5AA80F26A198D2549F5A867D6F,3,"Based on the true story of a group of young computer hackers from Hannover, Germany. In the late 1980s the orphaned Karl Koch invests his inheritance in a flat and a home computer. At first he dials up to bulletin boards to discuss conspiracy theories inspired by his favorite novel, R.A. Wilson's ""Illuminatus"", but soon he and his friend David start breaking into government and military computers. Pepe, one of Karl's rather criminal acquaintances senses that there is money in computer cracking - he travels to east Berlin and tries to contact the KGB. —Armin Ortmann"
The Conqueror,Dick Powell,1956,Adventure / Biography / History,2,-,11%,3.6,https://yts.mx/torrent/download/9AA66DA3D1FB5C8933855799478BAFEF1AC9BC3A,https://yts.mx/torrent/download/405A6258608267CF1025FD8847C2DDEBDB4ADD75,2,"In ancient times, the Mongolian warlord Temujin must do battle against the rival tribe that killed his father. The battles pale in comparison with Temujin's home life, as he attempts to woo the heart of the red-haired Tartar prisoner Bortai whom he has captured in a raid. He must also deal with various intrigues within his palace. Eventually, Bortai falls to his manly charms, Temujin defeats his enemies within and without, and is crowned Genghis Khan. —"
A Shot Through the Wall,Aimee Long,2021,Crime / Drama / Thriller,4,-,-,5.2,https://yts.mx/torrent/download/556CDFE0E9ADDEE048D828641E2BE2F4362FB283,https://yts.mx/torrent/download/117C6003974D2E0F6567BF01072C179C55B2FC72,4,"A Chinese-American police officer's life unravels after he accidentally shoots an innocent Black man. Facing trial, he wades through his guilt as he navigates the complicated worlds of media, justice, racial politics and his own morality."
The Laureate,William Nunez,2021,Drama,2,-,-,4.9,https://yts.mx/torrent/download/4569D1C698669673C7441B65540EC677356C6933,https://yts.mx/torrent/download/C20D74FE730881680CED62CF07FFD61F001838B0,0,"Set against the glamorous backdrop of Britain's roaring '20s, The Laureate tells the story of young British War Poet Robert Graves, who is married with four children when he meets and becomes romantically involved with Laura Riding, a writer from America. Defying the conventions of polite society, Riding moves in with Graves and his wife living as a menage a tois. Then with the arrival of strappingly handsome Irish poet Geoffrey Phibbs, the arrangement becomes a menage a quatre. But soon tensions and rivalries become so fraught that Graves is a suspect for attempted murder. —Anonymous"
,,,,,,,,,,,
Attenberg,Athina Rachel Tsangari,2010,Action / Drama,2,-,-,0,https://yts.mx/torrent/download/169CEDC416D3007F53A9847D88F3D42AD8CE08B1,https://yts.mx/torrent/download/E0F5272AA0822E02D24AB083C66CE99B35F9A2A4,4,
10.000 Km,Carlos Marques-Marcet,2014,Comedy / Drama / Romance,4,-,-,6.6,https://yts.mx/torrent/download/26B0A4B1EE6F45E8A7BE297EDBF8E89B06BBA44E,https://yts.mx/torrent/download/9292A23DFF082EB30EE3CFEAAE1B5DD1031D7193,2,"Alex moves to Los Angeles for a new job; Sergi stays in Barcelona. They love each other, but maintaining a relationship through technology proves challenging."
Phony,David Bush,2022,Action / Drama,10,-,-,2.2,https://yts.mx/torrent/download/3CA568DE041D48FCEFFA44A560C5CF731198A856,https://yts.mx/torrent/download/310C78B56FA6D74EBEECB828553CFF5C94B673D2,4,"A struggling filmmaker, unlucky in love, enlists the aid of a womanizing friend to create an exploitative documentary about online dating."
Executioners from Shaolin,Chia-Liang Liu,1977,Action / Drama,6,-,-,6.9,https://yts.mx/torrent/download/42AAEC4CC1C7C7648195D1347E1611BE353A2C5A,https://yts.mx/torrent/download/5BB6BCD3000EC4E2E1D9F37580E3A0E0C0131363,6,"A couple unite - she is fluent in the crane style of kung fu, he in tiger style. They have a son, but the boy's father is killed by the evil eunuch Bai Mei. Disguised as a girl, his mom trains him in crane style while he secretly learns tiger style from his father's training manual. —BeTheBuddha ([email protected])"
Next Door Spy,Karla von Bengtson,2017,Animation / Family,3,-,-,6.1,https://yts.mx/torrent/download/B5D1ABD118F08E933C49CFD403D04B1846676D23,https://yts.mx/torrent/download/1269E8905D82FAEAEDF1A5B49381266EADEEFC29,1,"Ten-year old Agathe-Christine, or simply AC, prefers to be on her own. AC fancy mysteries, and from the basement in the building, where she has just moved in, she has established a small detective bureau. AC's first mystery appears to be simple to solve, but before long AC finds herself involved in a much more complicated affair, than she could have ever foreseen."
Little Big Soldier,Sheng Ding,2010,Action / Adventure / Comedy,16,-,-,6.9,https://yts.mx/torrent/download/FBB6BFD6602CFF0884B79A130E66BD2C987FDF98,https://yts.mx/torrent/download/E53CEE8E1AA348AF6DCC465410881173D4739CA3,5,"Two armies clash in ancient war-torn China; none survive but a young general from a royal house and a farmer foot soldier who binds the fallen leader to take him home and claim a reward. Many stand in their way: an abandoned songstress, the noble's own murderous younger brother, desperate beggars, rough slavers, and the pair's own differing agendas. Through it all, a bond forms between the two, and what will happen at journey's end becomes anyone's guess. —statmanjeff"
Tralala,Arnaud Larrieu,2021,Action / Musical,0,-,-,6.3,https://yts.mx/torrent/download/AED68E1E71C927FBFB9F2F54556AD92E9D8C608B,https://yts.mx/torrent/download/5EF9040CBB05EA819411B45436E40FAB43FBBB3C,0,"A 48-year-old singer/songwriter in search of the Virgin Mary takes on a new identity as guitarist Pat, who has disappeared."
L'ange noir,Jean-Claude Brisseau,1994,Crime / Drama / Thriller,2,-,-,5.8,https://yts.mx/torrent/download/7546DA6BE02E1F311D547AE46037788F1FB0029A,https://yts.mx/torrent/download/211A7CB2C95FFD4B5EC38CC347B6092F5C6F28A0,1,"A woman murdered a man at home. She is the wife of an important man and manages to make believe in an attempted rape, and thus legitimize her crime."
Infinite,Antoine Fuqua,2021,Action / Sci-Fi / Thriller,199,34%,16%,5.5,https://yts.mx/torrent/download/304DB2FEC8901E996B066B74E5D5C010D2F818B4,https://yts.mx/torrent/download/1320D6D3B332399B2F4865F36823731ABD1444C0,113,"A sci-fi, action adaption that examines the concept of reincarnation through remarkable visuals and well-established characters who need to use their memories and past learnt skills to ensure the future is protected from Infinites that seek to end all life on the planet. —imran"
Girl Lost: A Hollywood Story,Robin Bain,2020,Action / Drama,31,-,-,6.3,https://yts.mx/torrent/download/4A7C5CBB9C762D2514B972EB2CE6E70A7DAB845A,https://yts.mx/torrent/download/20C427E0AE862150D35EC7051FD083F8E8B078F2,18,"Interweaving stories of four different women involved in the sex industry offers a glimpse into the dark underbelly of Los Angeles and the taboo lifestyle of a sex worker. A teen runaway, single mother and two career escorts interconnect through their own personal journeys filled with loss, betrayal and the struggle to survive. —anonymous"
Underwater Federica Pellegrini,Sara Ristori,2022,Documentary,1,-,-,6.6,https://yts.mx/torrent/download/A7A997719E2C21894E09571C7CC73E761998A53C,https://yts.mx/torrent/download/749FE159B70C1F7456304467D6215B0ABDDA5F0D,0,Documentary that covers Federica Pellegrini's career and her preparation in the last 300 days before the Tokyo 2020 Olympic Games.
The Great Yokai War: Guardians,Takashi Miike,2021,Adventure / Family / Fantasy,13,-,83%,5.8,https://yts.mx/torrent/download/953AB57F66701449E3C14BABA05AB2C5207DF708,https://yts.mx/torrent/download/C00527F50CAB3640A5C76AFBA05C114E9CA315F4,8,A battle of Japanese monsters takes place for the fate of the world.
Star Maps,Miguel Arteta,1997,Comedy / Drama,2,42%,35%,5.7,https://yts.mx/torrent/download/A3EFE467CCB85788E7AB8471E2046C6C507F52DE,https://yts.mx/torrent/download/81DB7C822371E065966E1CAC109D9BEEA95AF76D,0,"After five years of living in Mexico, Carlos, an 18-year-old youth returns to Los Angeles. He wants to be an actor. But his father, Pepe, a pimp wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood. Finally one of his clients, Jennifer a rich soap star, offers him a bit part in her show. Pepe tells Carlos that she is just using him and demands that he most not see the woman any longer. Carlos defies his father and when his big day comes he finds out the harsh realities of life are even harsher than he imagined. —Wiki"
"Don Juan, or If Don Juan Were a Woman",Roger Vadim,1973,Drama,5,-,-,5,https://yts.mx/torrent/download/3410CDC00D7A44AF60231463131A093E95C9E0A1,https://yts.mx/torrent/download/4ABF213A1C002928C897AD4D696A3DEEB7666012,3,"Jeanne lives in Paris and believes she is the reincarnation of Don Juan. She visits a priest and tells him she has killed a man. He comes to her elegant flat - her father has died leaving her rich - and she tells the priest stories about men she has seduced. The seduction is easy, she tells him, it's destruction that takes planning. We watch her with an upright elected official, a wealthy boor, and a folk singer. She describes herself as a spider. Her friend Léporella tries to be Jeanne's conscience. What does Jeanne want? —"
Moses Storm: Trash White,Lance Bangs,2022,Action / Comedy,5,-,100%,7.6,https://yts.mx/torrent/download/A2BEB4729533BD32EAD0756832A50796AB89968A,https://yts.mx/torrent/download/2A3CF9E167C15503CE42D31B8FCDC2C54440FB4A,4,"In his wildly original debut special, Storm gets unflinchingly personal about his childhood spent dumpster diving in extreme poverty - despite looking like he was conceived at an Ivy League a cappella concert."
Why Bother to Knock,Cyril Frankel,1961,Comedy,2,-,-,5.1,https://yts.mx/torrent/download/3921CA6E51354A5352D81F754363379F52D74096,https://yts.mx/torrent/download/5C5ACEEECD8B91DFC62485D91F0E5510E9DCDBC9,0,A romantically active travel agent gives all of his girlfriends keys to his flat - too many to keep count of.
L'ange noir,Jean-Claude Brisseau,1994,Crime / Drama / Thriller,2,-,-,5.8,https://yts.mx/torrent/download/7546DA6BE02E1F311D547AE46037788F1FB0029A,https://yts.mx/torrent/download/211A7CB2C95FFD4B5EC38CC347B6092F5C6F28A0,1,"A woman murdered a man at home. She is the wife of an important man and manages to make believe in an attempted rape, and thus legitimize her crime."
Infinite,Antoine Fuqua,2021,Action / Sci-Fi / Thriller,199,34%,16%,5.5,https://yts.mx/torrent/download/304DB2FEC8901E996B066B74E5D5C010D2F818B4,https://yts.mx/torrent/download/1320D6D3B332399B2F4865F36823731ABD1444C0,113,"A sci-fi, action adaption that examines the concept of reincarnation through remarkable visuals and well-established characters who need to use their memories and past learnt skills to ensure the future is protected from Infinites that seek to end all life on the planet. —imran"
Girl Lost: A Hollywood Story,Robin Bain,2020,Action / Drama,31,-,-,6.3,https://yts.mx/torrent/download/4A7C5CBB9C762D2514B972EB2CE6E70A7DAB845A,https://yts.mx/torrent/download/20C427E0AE862150D35EC7051FD083F8E8B078F2,18,"Interweaving stories of four different women involved in the sex industry offers a glimpse into the dark underbelly of Los Angeles and the taboo lifestyle of a sex worker. A teen runaway, single mother and two career escorts interconnect through their own personal journeys filled with loss, betrayal and the struggle to survive. —anonymous"
Underwater Federica Pellegrini,Sara Ristori,2022,Documentary,1,-,-,6.6,https://yts.mx/torrent/download/A7A997719E2C21894E09571C7CC73E761998A53C,https://yts.mx/torrent/download/749FE159B70C1F7456304467D6215B0ABDDA5F0D,0,Documentary that covers Federica Pellegrini's career and her preparation in the last 300 days before the Tokyo 2020 Olympic Games.
The Great Yokai War: Guardians,Takashi Miike,2021,Adventure / Family / Fantasy,13,-,83%,5.8,https://yts.mx/torrent/download/953AB57F66701449E3C14BABA05AB2C5207DF708,https://yts.mx/torrent/download/C00527F50CAB3640A5C76AFBA05C114E9CA315F4,8,A battle of Japanese monsters takes place for the fate of the world.
Star Maps,Miguel Arteta,1997,Comedy / Drama,2,42%,35%,5.7,https://yts.mx/torrent/download/A3EFE467CCB85788E7AB8471E2046C6C507F52DE,https://yts.mx/torrent/download/81DB7C822371E065966E1CAC109D9BEEA95AF76D,0,"After five years of living in Mexico, Carlos, an 18-year-old youth returns to Los Angeles. He wants to be an actor. But his father, Pepe, a pimp wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood. Finally one of his clients, Jennifer a rich soap star, offers him a bit part in her show. Pepe tells Carlos that she is just using him and demands that he most not see the woman any longer. Carlos defies his father and when his big day comes he finds out the harsh realities of life are even harsher than he imagined. —Wiki"
"Don Juan, or If Don Juan Were a Woman",Roger Vadim,1973,Drama,5,-,-,5,https://yts.mx/torrent/download/3410CDC00D7A44AF60231463131A093E95C9E0A1,https://yts.mx/torrent/download/4ABF213A1C002928C897AD4D696A3DEEB7666012,3,"Jeanne lives in Paris and believes she is the reincarnation of Don Juan. She visits a priest and tells him she has killed a man. He comes to her elegant flat - her father has died leaving her rich - and she tells the priest stories about men she has seduced. The seduction is easy, she tells him, it's destruction that takes planning. We watch her with an upright elected official, a wealthy boor, and a folk singer. She describes herself as a spider. Her friend Léporella tries to be Jeanne's conscience. What does Jeanne want? —"
Moses Storm: Trash White,Lance Bangs,2022,Action / Comedy,5,-,100%,7.6,https://yts.mx/torrent/download/A2BEB4729533BD32EAD0756832A50796AB89968A,https://yts.mx/torrent/download/2A3CF9E167C15503CE42D31B8FCDC2C54440FB4A,4,"In his wildly original debut special, Storm gets unflinchingly personal about his childhood spent dumpster diving in extreme poverty - despite looking like he was conceived at an Ivy League a cappella concert."
Why Bother to Knock,Cyril Frankel,1961,Comedy,2,-,-,5.1,https://yts.mx/torrent/download/3921CA6E51354A5352D81F754363379F52D74096,https://yts.mx/torrent/download/5C5ACEEECD8B91DFC62485D91F0E5510E9DCDBC9,0,A romantically active travel agent gives all of his girlfriends keys to his flat - too many to keep count of.
The Royal Treatment,Rick Jacobson,2022,Comedy / Family / Romance,20,-,-,5.2,https://yts.mx/torrent/download/4FCF2E72542B42A708C31E8BA4DA1DE0FF677289,https://yts.mx/torrent/download/6594C8CC727C467A2130D6118022D3C21146A50D,1,"Isabella runs her own salon and isn't afraid to speak her mind, while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding, she and Prince Thomas learn that taking control of their own destiny requires following their hearts."
Foreigners out! Schlingensiefs Container,Paul Poet,2002,Documentary / Reality-TV,0,-,-,7.8,https://yts.mx/torrent/download/C86B6DF70539D364B25E4B82493605E7E9117362,https://yts.mx/torrent/download/6D3DE90AF65FAA69A5810B812D79DAEF1750753C,2,"FOREIGNERS OUT! SCHLINGENSIEFS CONTAINER is a thrilling, insightful, funny chronicle and reflection of one of he biggest public pranks and acts of art terrorism ever committed. Austria 2000: Right after the FPÖ under Jörg Haider had become part of the government, the first time an extreme right wing party became state officials after WW2, infamous German shock director Christoph Schlingensief showed a very unique form of protest. Realising public xenophobia and the new hate politics in the most drastic ways possible, he installed a public concentration camp right in the middle of Vienna's touristic heart, right beside the picturesque opera where hundreds of tourists and locals pass by daily. And it was no concentration camp you had ever feared to return from the old times, but one that cynically reflected our new multimedia culture. Satirising reality TV shows, ""Big Brother"" especially, a dozen asylum seekers were surveilled by a multitude of cameras, could be fed and watched by passer-by's and two were thrown out of the country through web-voting. The way fascism looks in the 21st century: Bright. Sensational. Interactive. Funny - and frightening. Austria freaked out. Thousands of screaming people gathered. Attacks with knifes, beatings, acid occurred. Political intrigues. Headlines all over Europe. 800,000 worldwide joined via internet. An incredibly heated week, capturing the European right-wing drift in real time. Democracy the hard way. —[email protected]"
The Marfa Tapes,Spencer Peeples,2022,Action / Documentary,1,-,-,4.7,https://yts.mx/torrent/download/83F2E34CB179C09E2BF401FBBAA0C53D0423AFF1,https://yts.mx/torrent/download/4972FDCFE1E5420A9C153549B424D9F99F0E5E40,1,"Follows Jack Ingram, Miranda Lambert and Jon Randall, where viewers can see the making of the 2021 album ""The Marfa Tapes"", which was recently nominated for Best Country Album at the 64th annual Grammy Awards."
Lena's Complicated Machine,Malik Isasis,2015,Drama / Romance,0,-,-,6.4,https://yts.mx/torrent/download/392C24DB4CAB87F014979E943A2F17F6BF7C4F31,https://yts.mx/torrent/download/AFD489AAFF7A0886BC6A4BE484D572777810B631,2,"Three years after her partner's untimely death, Dr. Lena Thierry, a neuroengineer, has been unable to move on. After years of research and development, she attempts to upload his consciousness into a computer software program."
Harry Potter and the Order of the Phoenix,David Yates,2007,Action / Adventure / Family / Fantasy / Mystery,723,81%,77%,7.5,https://yts.mx/torrent/download/9D70DBBF72C98E10C7909E4AB1DAAAF1D6FD4D94,https://yts.mx/torrent/download/4627CE4D29D41D8D04113868F14F85216D7BC6DF,37,"After a lonely summer on Privet Drive, Harry (Daniel Radcliffe) returns to a Hogwarts full of ill-fortune. Few of students and parents believe him or Dumbledore (Sir Michael Gambon) that Voldemort (Ralph Fiennes) is really back. The ministry had decided to step in by appointing a new Defense Against the Dark Arts teacher, Professor Dolores Umbridge (Imelda Staunton), who proves to be the nastiest person Harry has ever encountered. Harry also can't help stealing glances with the beautiful Cho Chang (Katie Leung). To top it off are dreams that Harry can't explain, and a mystery behind something for which Voldemort is searching. With these many things, Harry begins one of his toughest years at Hogwarts School of Witchcraft and Wizardry. —HPfan"
The Last Thing Mary Saw,Edoardo Vitaletti,2021,Drama / Horror / Thriller,12,40%,71%,5.3,https://yts.mx/torrent/download/63EC242BE56D21859079ECED99036D5CE0098531,https://yts.mx/torrent/download/237B0080050A079937DEEC1F9AB65A0C7785D34A,4,"Winter, 1843. A young woman is under investigation following the mysterious death of her family's matriarch. Her recollection of the events sheds new light on the ageless forces behind the tragedy."
The Tragedy of Macbeth,Joel Coen,2021,Drama / History / Thriller,49,77%,93%,7.3,https://yts.mx/torrent/download/ADEF5FCA6AB44D573D626697D0DC49FC546F359F,https://yts.mx/torrent/download/E24EDDF97A536D9F1F5B5ECAAD834A14DDF3B4A9,46,"A Scottish lord becomes convinced by a trio of witches that he will become the next King of Scotland, and his ambitious wife supports him in his plans of seizing power."
Murder Is My Beat,Edgar G. Ulmer,1955,Film-Noir / Mystery,3,45%,100%,6.1,https://yts.mx/torrent/download/60AA0689340E3E23FE195C223B161596EED103FB,https://yts.mx/torrent/download/E24EDDF97A536D9F1F5B5ECAAD834A14DDF3B4A9,0,"When a man is found with his face destroyed by fire in a fireplace, the prominent Police Detective Ray Patrick is assigned to the case. Soon he captures the singer Eden Lane, who was the man's mistress, and solves the case. Eden is sentenced to prison and while Ray is transporting her by train, she claims that she has just seen her lover alive in a train station. Ray believes the woman and helps her to escape to hunt the man. Meanwhile Police Captain Bert Rawley hunts the couple down. —Claudio Carvalho, Rio de Janeiro, Brazil"
"Paradise, Hawaiian Style",Michael D. Moore,1966,Comedy / Musical,2,-,55%,5.6,https://yts.mx/torrent/download/708B0399F0DCAE0C07775D5D0900489A029FCC95,https://yts.mx/torrent/download/E24EDDF97A536D9F1F5B5ECAAD834A14DDF3B4A9,0,"Rick Richards is a helicopter pilot who wants to set up a charter flying service in Hawaii -- along the way he makes some friends, including a young Hawaiian girl and her father, romances Judy Hudson, and sings a few songs. —Michael C. Berch"
The Art of Loving: Story of Michalina Wislocka,Maria Sadowska,2017,Biography / Comedy / Drama,2,-,-,7.1,https://yts.mx/torrent/download/AC7D3A25E4B74C50A84593F1668CB3FE75304E3D,https://yts.mx/torrent/download/E24EDDF97A536D9F1F5B5ECAAD834A14DDF3B4A9,1,"Michalina Wislocka, the most famous and recognized sexologist of communist Poland, fights for the right to publish her book, which will change the sex life of Polish people forever."
What Doesn't Kill You,Brian Goodman,2008,Crime / Drama,6,47%,65%,6.6,https://yts.mx/torrent/download/813ED27B7578D5C1A08BC32D7E483A3E925FD188,https://yts.mx/torrent/download/E24EDDF97A536D9F1F5B5ECAAD834A14DDF3B4A9,5,"An armored car is robbed by three men. A passing police officer and one of the robbers exchange fire. The robber is Paulie. In a flashback we follow him and his closest friend, Brian, as they grow up together in South Boston. They're tough guys, thugs, doing jobs for the local boss and chaffing to do more. Paulie's the leader. Brian drinks too much and free bases, ignoring his wife and two young boys. Life-changing events lead him to try to go straight, look for work, take what comes his way, and go to A.A. meetings. He struggles. Paulie shows him the plans for the armored car job. Will they do it? ""I am who I am,"" Brian tells his wife. Is crime his only skill? —"
